Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
Temptation Coffee Bar,Flat A,7      Murray Street,,NW1 9RE,7844,Takeaway/sandwich shop,733733,FHRS,5,10,10,3,19/01/2015,False,76740,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,529600,184370,-0.132534,51.543364,Unknown,08/05/2016,"(51.543364, -0.132534)",2264
Tennesseeland,,29      Camden High Street,London,NW1 7JE,1,Restaurant/Cafe/Canteen,424085,FHRS,15,15,20,1,30/09/2015,False,20283,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529152,183432,-0.139335,51.535029,Unknown,08/05/2016,"(51.535029, -0.139335)",2265
Terroni of Clerkenwell,,138-140      Clerkenwell Road,London,EC1R 5DL,7844,Takeaway/sandwich shop,470832,FHRS,10,5,5,4,12/07/2012,False,73079,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531293,182058,-0.108996,51.522188,Unknown,08/05/2016,"(51.522188, -0.108996)",2266
Tesco,,47-49      Belsize Road,London,NW6 4RY,7840,Retailers - supermarkets/hypermarkets,425670,FHRS,10,15,10,2,11/12/2015,False,59295,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,526388,184144,-0.178908,51.542061,Unknown,08/05/2016,"(51.542061, -0.178908)",2267
Tesco,,43-45      Farringdon Road,London,EC1M 3JB,7840,Retailers - supermarkets/hypermarkets,425715,FHRS,10,0,10,4,18/11/2015,False,60112,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531482,181867,-0.106345,51.520428,Unknown,08/05/2016,"(51.520428, -0.106345)",2268
Tesco Express,,176-178 West End Lane,,NW6 1SG,7840,Retailers - supermarkets/hypermarkets,425713,FHRS,0,10,5,4,08/12/2015,False,60001,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525516,184985,-0.191176,51.549805,Unknown,08/05/2016,"(51.549805, -0.191176)",2269
Birkrams Yoga College of India,,173      Queen's Crescent,London,NW5 4DS,4613,Retailers - other,424738,FHRS,,,,Exempt,04/09/2013,False,32439,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528352,185160,-0.150233,51.550749,Unknown,08/05/2016,"(51.550749, -0.150233)",227
Tesco Express,,23-25      Swain's Lane,London,N6 6QX,7840,Retailers - supermarkets/hypermarkets,424394,FHRS,0,0,0,5,03/09/2015,False,22554,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528339,186412,-0.14995,51.562003,Unknown,08/05/2016,"(51.562003, -0.14995)",2270
Tesco Express,,44-46      England's Lane,London,NW3 4UE,7840,Retailers - supermarkets/hypermarkets,425081,FHRS,0,5,0,5,13/01/2015,False,47138,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527515,184606,-0.162485,51.545951,Unknown,08/05/2016,"(51.545951, -0.162485)",2271
Tesco Express,,196-206      Camden Road,London,NW1 9HG,7840,Retailers - supermarkets/hypermarkets,424617,FHRS,5,5,0,5,23/11/2015,False,28396,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,529542,184594,-0.133288,51.545382,Unknown,08/05/2016,"(51.545382, -0.133288)",2272
Tesco Express,,23-27      Heath Street,London,NW3 6TR,7840,Retailers - supermarkets/hypermarkets,424252,FHRS,5,10,5,4,12/01/2015,False,21397,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526346,185710,-0.178938,51.556135,Unknown,08/05/2016,"(51.556135, -0.178938)",2273
Tesco Express,,199-203      Kentish Town Road,London,NW5 2AE,7840,Retailers - supermarkets/hypermarkets,425143,FHRS,0,5,0,5,20/02/2015,False,49020,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,528992,184823,-0.141117,51.547574,Unknown,08/05/2016,"(51.547574, -0.141117)",2274
Tesco Express,,34      Kilburn High Road,London,NW6 5UA,7840,Retailers - supermarkets/hypermarkets,425177,FHRS,5,0,5,5,21/07/2015,False,50157,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525491,183575,-0.192039,51.537139,Unknown,08/05/2016,"(51.537139, -0.192039)",2275
Tesco Express,,59 Fortune Green Road,London,NW6 1DR,7840,Retailers - supermarkets/hypermarkets,425966,FHRS,5,10,10,3,18/12/2015,False,62415,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,525120,185695,-0.196632,51.556282,Unknown,08/05/2016,"(51.556282, -0.196632)",2276
Tesco Express,,124-125      Tottenham Court Road,London,W1T 5AS,7840,Retailers - supermarkets/hypermarkets,426457,FHRS,10,0,5,4,15/12/2015,False,8343,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529292,182184,-0.137775,51.52379,Unknown,08/05/2016,"(51.52379, -0.137775)",2277
Tesco Stores Ltd,,40      Bernard Street,London,WC1N 1BY,7840,Retailers - supermarkets/hypermarkets,425086,FHRS,0,10,10,4,15/12/2015,False,47182,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530198,182162,-0.124718,51.523376,Unknown,08/05/2016,"(51.523376, -0.124718)",2278
Tesco Stores Ltd,,10-16      Goodge Street,London,W1T 2QB,7840,Retailers - supermarkets/hypermarkets,423677,FHRS,,,,3,23/11/2015,False,10501,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529530,181769,-0.134485,51.520006,Unknown,08/05/2016,"(51.520006, -0.134485)",2279
Bisou,,149      King's Cross Road,London,WC1X 9BN,1,Restaurant/Cafe/Canteen,426231,FHRS,5,5,5,5,12/06/2012,False,69733,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530720,182908,-0.116921,51.529968,Unknown,08/05/2016,"(51.529968, -0.116921)",228
Thai Aubergine,,109      King's Cross Road,London,WC1X 9LR,1,Restaurant/Cafe/Canteen,425856,FHRS,0,5,0,5,11/04/2012,False,61646,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530790,182762,-0.115967,51.528631,Unknown,08/05/2016,"(51.528631, -0.115967)",2280
Thai Cafe,,125 Saffron Hill,,EC1N 8QS,7844,Takeaway/sandwich shop,759348,FHRS,10,10,10,3,01/07/2015,False,81564,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531452,181831,-0.10679,51.520111,Unknown,08/05/2016,"(51.520111, -0.10679)",2281
Thai Dream,,17      New North Street,London,WC1N 3PS,1,Restaurant/Cafe/Canteen,425577,FHRS,5,10,10,3,24/09/2012,False,57793,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530487,181891,-0.120655,51.520874,Unknown,08/05/2016,"(51.520874, -0.120655)",2282
Thai Metro,,38      Charlotte Street,London,W1T 2NN,1,Restaurant/Cafe/Canteen,424582,FHRS,10,10,10,3,30/07/2013,False,26820,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529472,181684,-0.135366,51.519247,Unknown,08/05/2016,"(51.519247, -0.135366)",2284
Thai Square,,166-170      Shaftesbury Avenue,London,WC2H 8JB,1,Restaurant/Cafe/Canteen,425537,FHRS,5,0,0,5,02/07/2010,False,57313,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530062,181202,-0.127045,51.51478,Unknown,08/05/2016,"(51.51478, -0.127045)",2285
Thai Street Food,7 A B The Stables Market,Chalk Farm Road,,NW1 8AH,7844,Takeaway/sandwich shop,740234,FHRS,10,10,10,3,12/03/2016,False,83096,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528575,184192,-0.147371,51.541999,Unknown,08/05/2016,"(51.541999, -0.147371)",2286
Thai Thai & Thai,310 The Stables Market,Chalk Farm Road,,NW1 8AH,7844,Takeaway/sandwich shop,740240,FHRS,15,15,20,1,01/02/2016,False,83305,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528575,184192,-0.147371,51.541999,Unknown,08/05/2016,"(51.541999, -0.147371)",2287
Thamesreach,,6      Greenland Street,,NW1 0ND,1,Restaurant/Cafe/Canteen,708530,FHRS,5,10,5,4,05/09/2014,False,74297,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529023,183796,-0.14106,51.538338,Unknown,08/05/2016,"(51.538338, -0.14106)",2288
Thanet Hotel,,8      Bedford Place,London,WC1B 5JA,7842,Hotel/bed & breakfast/guest house,423716,FHRS,0,5,0,5,20/11/2008,False,11040,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530231,181858,-0.124368,51.520645,Unknown,08/05/2016,"(51.520645, -0.124368)",2289
Bistro Lazz,,1      Highgate West Hill,London,N6 6JS,1,Restaurant/Cafe/Canteen,425481,FHRS,10,10,10,3,21/04/2012,False,56496,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528265,186345,-0.151055,51.561418,Unknown,08/05/2016,"(51.561418, -0.151055)",229
Thanh Binh,,14      Chalk Farm Road,London,NW1 8AG,1,Restaurant/Cafe/Canteen,425314,FHRS,10,5,10,3,19/06/2012,False,5409,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528650,184222,-0.146266,51.542251,Unknown,08/05/2016,"(51.542251, -0.146266)",2290
The 10 Cases,,16      Endell Street,,WC2H 9BD,1,Restaurant/Cafe/Canteen,440910,FHRS,15,15,10,2,15/07/2015,False,74038,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530251,181180,-0.124331,51.514539,Unknown,08/05/2016,"(51.514539, -0.124331)",2291
The Actors Centre,,1A      Tower Street,London,WC2H 9NP,1,Restaurant/Cafe/Canteen,424415,FHRS,5,5,5,5,30/01/2012,False,22672,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,529991,181034,-0.128115,51.513295,Unknown,08/05/2016,"(51.513295, -0.128115)",2292
The Albert,,11      Princess Road,London,NW1 8JR,7843,Pub/bar/nightclub,425758,FHRS,10,10,10,3,18/09/2013,False,6047,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528232,183860,-0.152436,51.539085,Unknown,08/05/2016,"(51.539085, -0.152436)",2293
The Alliance,,40-42      Mill Lane,London,NW6 1NR,7843,Pub/bar/nightclub,424623,FHRS,10,5,5,4,25/04/2012,False,2855,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,524811,185101,-0.201297,51.551012,Unknown,08/05/2016,"(51.551012, -0.201297)",2294
The American Bagel Factory,"Unit 7-8, Euston Station",Eversholt Street,London,NW1 2DU,7844,Takeaway/sandwich shop,425328,FHRS,5,0,0,5,19/10/2011,False,54193,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529587,182735,-0.133309,51.528674,Unknown,08/05/2016,"(51.528674, -0.133309)",2295
The Angel Inn,,37      Highgate High Street,London,N6 5JT,7843,Pub/bar/nightclub,424002,FHRS,5,10,5,4,27/09/2012,True,1889,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528503,187365,-0.147251,51.57053,Unknown,08/05/2016,"(51.57053, -0.147251)",2296
The Angel Public House,,61      St Giles High Street,London,WC2H 8LE,7843,Pub/bar/nightclub,423800,FHRS,10,5,5,4,21/03/2012,False,13016,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530013,181278,-0.127722,51.515483,Unknown,08/05/2016,"(51.515483, -0.127722)",2297
The Apple Tree,,45      Mount Pleasant,London,WC1X 0AE,7843,Pub/bar/nightclub,426522,FHRS,5,5,5,5,15/03/2012,False,9291,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531068,182195,-0.112186,51.52348,Unknown,08/05/2016,"(51.52348, -0.112186)",2298
The Arches,,7      Fairhazel Gardens,London,NW6 3QE,7843,Pub/bar/nightclub,425000,FHRS,0,0,10,4,04/05/2012,False,4382,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000144,Swiss Cottage,526252,184126,-0.180875,51.541921,Unknown,08/05/2016,"(51.541921, -0.180875)",2299
Abokado,,48      Gray's Inn Road,,WC1X 8LT,1,Restaurant/Cafe/Canteen,499655,FHRS,5,5,5,5,17/01/2013,False,75863,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531089,181801,-0.112016,51.519934,Unknown,08/05/2016,"(51.519934, -0.112016)",23
Bit Bourbon Steamed Burgers,702 The Stables Market,Chalk Farm Road,,NW1 8AH,7844,Takeaway/sandwich shop,765122,FHRS,5,10,5,4,12/05/2015,False,83615,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528575,184192,-0.147371,51.541999,Unknown,08/05/2016,"(51.541999, -0.147371)",230
The Argyle,,1      Greville Street,London,EC1N 8PQ,7843,Pub/bar/nightclub,423791,FHRS,,,,5,12/05/2015,False,12657,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531333,181723,-0.108531,51.519168,Unknown,08/05/2016,"(51.519168, -0.108531)",2300
The Assembly House,,292-294      Kentish Town Road,London,NW5 2TG,7843,Pub/bar/nightclub,423905,FHRS,0,5,0,5,30/01/2012,False,14388,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529028,185220,-0.140453,51.551125,Unknown,08/05/2016,"(51.551125, -0.140453)",2301
The Atrium Cafe,Hampstead Town Hall Centre,213      Haverstock Hill,,NW3 4QP,1,Restaurant/Cafe/Canteen,470899,FHRS,5,0,10,4,18/07/2012,False,75324,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527217,185162,-0.166593,51.551015,Unknown,08/05/2016,"(51.551015, -0.166593)",2302
The Bangalore Brasserie,,1      Brecknock Road,London,N7 0BL,1,Restaurant/Cafe/Canteen,424607,FHRS,20,20,20,0,02/03/2016,False,2803,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,529755,185023,-0.130046,51.549197,Unknown,08/05/2016,"(51.549197, -0.130046)",2303
The Bar at TCR,,183      Tottenham Court Road,London,W1T 7PE,7843,Pub/bar/nightclub,425412,FHRS,10,10,10,3,14/01/2013,False,55567,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529458,181994,-0.13544,51.522036,Unknown,08/05/2016,"(51.522036, -0.13544)",2304
The Beaten Docket,,50-56      Cricklewood Broadway,London,NW2 3ET,7843,Pub/bar/nightclub,424445,FHRS,0,0,0,5,17/11/2010,False,2330,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,524099,185371,-0.211452,51.553587,Unknown,08/05/2016,"(51.553587, -0.211452)",2305
The Beauchamp Hotel,,24-27      Bedford Place,London,WC1B 5JL,7842,Hotel/bed & breakfast/guest house,425563,FHRS,0,0,5,5,02/07/2010,False,57707,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,2306
The Bedford Hotel,,83-93      Southampton Row,London,WC1B 4HD,7842,Hotel/bed & breakfast/guest house,423725,FHRS,5,5,5,5,09/11/2010,False,11164,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530291,181866,-0.123487,51.520703,Unknown,08/05/2016,"(51.520703, -0.123487)",2307
The Belgrove Hotel,,1-3      Belgrove Street,London,WC1H 8AB,7842,Hotel/bed & breakfast/guest house,424611,FHRS,5,5,10,4,11/10/2012,False,28197,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530257,182863,-0.123609,51.529662,Unknown,08/05/2016,"(51.529662, -0.123609)",2308
The Bengal Lancer Ltd,,253-257      Kentish Town Road,London,NW5 2JT,1,Restaurant/Cafe/Canteen,423900,FHRS,10,10,10,3,24/08/2012,False,14368,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,528963,184891,-0.14151,51.548192,Unknown,08/05/2016,"(51.548192, -0.14151)",2309
Bites,,46      Mornington Crescent,London,NW1 7RB,1,Restaurant/Cafe/Canteen,426081,FHRS,5,5,10,4,18/09/2014,False,6570,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529119,183370,-0.139833,51.534488,Unknown,08/05/2016,"(51.534488, -0.139833)",231
The Big Chill House,,257-259      Pentonville Road,London,N1 9NL,1,Restaurant/Cafe/Canteen,717318,FHRS,5,10,10,3,19/11/2014,False,53662,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530485,182992,-0.120276,51.530777,Unknown,08/05/2016,"(51.530777, -0.120276)",2310
The Big Paella,,21A      Dennington Park Road,London,NW6 1BB,7841,Other catering premises,425443,FHRS,5,5,5,5,09/04/2009,False,56044,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525323,184957,-0.193968,51.549596,Unknown,08/05/2016,"(51.549596, -0.193968)",2311
The Black Cap,,171      Camden High Street,London,NW1 7JY,7843,Pub/bar/nightclub,425576,FHRS,10,10,10,3,25/02/2013,False,5779,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528917,183788,-0.142577,51.53829,Unknown,08/05/2016,"(51.53829, -0.142577)",2312
The Black Lion,,274      Kilburn High Road,London,NW6 2BY,7843,Pub/bar/nightclub,535606,FHRS,5,5,10,4,28/03/2012,False,4166,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,524949,184278,-0.1996,51.543577,Unknown,08/05/2016,"(51.543577, -0.1996)",2313
The Black Lion,,295 West End Lane,,NW6 1RD,7843,Pub/bar/nightclub,653517,FHRS,,,,4,06/08/2014,False,79939,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525437,185156,-0.19224,51.551359,Unknown,08/05/2016,"(51.551359, -0.19224)",2314
The Bleeding Heart Tavern,,19      Greville Street,London,EC1N 8SQ,7843,Pub/bar/nightclub,424567,FHRS,10,5,5,4,22/10/2015,False,26569,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531433,181750,-0.107094,51.519388,Unknown,08/05/2016,"(51.519388, -0.107094)",2315
The Bloomsbury Hotel,,16-22      Great Russell Street,London,WC1B 3NN,7842,Hotel/bed & breakfast/guest house,426183,FHRS,,,,5,15/02/2016,False,68422,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529914,181464,-0.129066,51.517177,Unknown,08/05/2016,"(51.517177, -0.129066)",2316
The Bloomsbury Park Hotel,,126      Southampton Row,London,WC1B 5AD,7842,Hotel/bed & breakfast/guest house,423729,FHRS,5,5,5,5,07/08/2012,False,11188,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530327,181890,-0.122974,51.520902,Unknown,08/05/2016,"(51.520902, -0.122974)",2317
The Blue Lion,,133      Gray's Inn Road,London,WC1X 8TZ,7843,Pub/bar/nightclub,426410,FHRS,5,5,5,5,20/10/2015,False,7622,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530856,182196,-0.11524,51.523538,Unknown,08/05/2016,"(51.523538, -0.11524)",2318
The Blue Sea Fish Bar,,143      Queen's Crescent,London,NW5 4ED,7843,Pub/bar/nightclub,424816,FHRS,5,5,10,4,22/12/2015,False,3539,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528217,185053,-0.152204,51.549809,Unknown,08/05/2016,"(51.549809, -0.152204)",2319
Bivio City Deli,,10      Chichester Rents,London,WC2A 1EG,1,Restaurant/Cafe/Canteen,426215,FHRS,10,5,5,4,13/08/2012,False,69451,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531078,181351,-0.112342,51.515893,Unknown,08/05/2016,"(51.515893, -0.112342)",232
The Blues Kitchen,,111-113      Camden High Street,London,NW1 7JN,7843,Pub/bar/nightclub,425869,FHRS,15,10,10,2,02/04/2015,True,61765,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529018,183636,-0.141191,51.536893,Unknown,08/05/2016,"(51.536893, -0.141191)",2320
The Boot,,116      Cromer Street,London,WC1H 8BS,7843,Pub/bar/nightclub,426351,FHRS,5,10,10,3,23/10/2012,False,7208,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530217,182639,-0.124268,51.527658,Unknown,08/05/2016,"(51.527658, -0.124268)",2321
The Bountiful Cow,,47-51      Eagle Street,London,WC1R 4AP,7843,Pub/bar/nightclub,425127,FHRS,5,5,10,4,12/02/2014,False,48489,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530663,181654,-0.118221,51.518712,Unknown,08/05/2016,"(51.518712, -0.118221)",2322
The Bree Louise,,69      Cobourg Street,London,NW1 2HH,7843,Pub/bar/nightclub,426256,FHRS,5,10,5,4,18/06/2013,False,7008,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529428,182576,-0.135672,51.527282,Unknown,08/05/2016,"(51.527282, -0.135672)",2323
The Bridge Cafe,,138      West End Lane,London,NW6 1SD,1,Restaurant/Cafe/Canteen,424648,FHRS,10,10,10,3,26/06/2015,False,2964,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525563,184786,-0.190556,51.548006,Unknown,08/05/2016,"(51.548006, -0.190556)",2324
The Bull Steak Expert,,54      Red Lion Street,,WC1R 4PD,1,Restaurant/Cafe/Canteen,470863,FHRS,5,5,10,4,26/02/2014,False,74058,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530726,181723,-0.117288,51.519309,Unknown,08/05/2016,"(51.519309, -0.117288)",2325
The Cambridge Theatre,Cambridge Theatre,Earlham Street,London,WC2H 9HU,7843,Pub/bar/nightclub,424154,FHRS,5,5,10,4,20/01/2010,False,20714,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530109,181063,-0.126419,51.51352,Unknown,08/05/2016,"(51.51352, -0.126419)",2326
The Camden Food Company,"Unit 61b, St Pancras Internati",Euston Road,London,NW1 2QL,7844,Takeaway/sandwich shop,425452,FHRS,5,0,0,5,06/03/2013,False,56125,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,528650,183234,-0.146633,51.533368,Unknown,08/05/2016,"(51.533368, -0.146633)",2327
The Camden Head,,100      Camden High Street,,NW1 0LU,7843,Pub/bar/nightclub,425752,FHRS,10,5,10,3,14/06/2013,False,60441,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529017,183706,-0.14118,51.537522,Unknown,08/05/2016,"(51.537522, -0.14118)",2328
The Camera Cafe,,44      Museum Street,London,WC1A 1LY,1,Restaurant/Cafe/Canteen,424653,FHRS,10,5,10,3,19/04/2012,False,29846,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530180,181525,-0.125212,51.517664,Unknown,08/05/2016,"(51.517664, -0.125212)",2329
Black Heart,,2-3      Greenland Place,London,NW1 0AP,7843,Pub/bar/nightclub,425883,FHRS,10,0,5,4,21/03/2012,False,61900,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528968,183844,-0.141835,51.538782,Unknown,08/05/2016,"(51.538782, -0.141835)",233
The Carob Tree Restaurant,,15a      St ALbans Villas,Highgate road,NW5 1QX,1,Restaurant/Cafe/Canteen,425800,FHRS,,,,3,13/08/2013,False,61006,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528313,186355,-0.150346,51.561488,Unknown,08/05/2016,"(51.561488, -0.150346)",2330
The Carpenters Arms,,68-70      Whitfield Street,London,W1T 4EY,7843,Pub/bar/nightclub,426443,FHRS,5,0,0,5,19/11/2010,False,8178,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529382,181965,-0.136545,51.521801,Unknown,08/05/2016,"(51.521801, -0.136545)",2331
The Carpenters Arms,,105      King's Cross Road,London,WC1X 9LR,7843,Pub/bar/nightclub,426200,FHRS,5,5,5,5,07/11/2008,False,6887,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530790,182762,-0.115967,51.528631,Unknown,08/05/2016,"(51.528631, -0.115967)",2332
The Catholic Chaplaincy,Newman House,111      Gower Street,London,WC1E 6AR,5,Hospitals/Childcare/Caring Premises,667798,FHRS,5,5,5,5,13/03/2014,False,32062,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529581,182114,-0.133624,51.523086,Unknown,08/05/2016,"(51.523086, -0.133624)",2333
The Chambeli,,146      Southampton Row,London,WC1B 5AG,1,Restaurant/Cafe/Canteen,424383,FHRS,10,10,10,3,28/01/2014,False,22489,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530307,181928,-0.123248,51.521248,Unknown,08/05/2016,"(51.521248, -0.123248)",2334
