sn,s4weight,s4act1,s1truan1,s1gor,dadsec,momsec,famsec,s1pared,s1sex
256983,0.932406582849411,2,7,8,5,2,2,3,1
256985,,,1,10,6,6,6,2,1
256986,0.549259858957881,2,7,9,2,1,1,1,1
256987,1.48308547037392,3,4,1,3,3,3,1,1
256990,3.49968728160023,8,4,1,6,3,3,3,2
256991,,,4,11,3,3,3,1,1
256992,,,7,9,5,3,3,3,1
256993,,,7,3,2,5,2,2,1
256997,0.854405145574349,2,7,9,3,3,3,3,2
256998,,,7,2,4,3,3,3,2
257000,,,7,7,4,2,2,1,2
257001,,,7,4,1,3,1,1,1
257006,,,4,2,2,2,2,1,1
257008,,,7,9,1,2,1,2,2
257009,0.470333988092115,2,7,4,3,6,3,3,2
257010,0.566395476097963,7,7,4,2,2,2,2,2
257012,,,7,5,5,5,5,3,2
257014,1.25228614763389,6,4,5,4,3,3,2,2
257015,,,4,10,4,3,3,3,2
257017,,,7,10,3,6,3,3,1
257018,1.40250521756558,2,7,5,5,6,5,3,1
257019,,,-9,1,6,6,6,3,1
257020,,,4,6,2,5,2,3,2
257022,,,4,2,6,4,4,3,2
257024,0.419014432896206,2,4,10,1,2,1,3,2
257026,1.12946175736063,2,4,2,2,6,2,1,1
257027,,,4,2,3,5,3,3,2
257029,,,7,2,6,3,3,3,2
257031,,,7,2,5,3,3,3,2
257032,0.670328276094902,2,7,10,2,6,2,1,1
257033,0.427333824493551,3,7,3,6,3,3,1,2
257036,0.758466915248722,2,7,7,1,1,1,1,2
257038,,,4,9,5,2,2,1,1
257039,,,4,8,2,6,2,1,2
257041,3.38330145256592,3,1,9,4,2,2,3,2
257042,,,7,2,1,5,1,1,1
257043,,,4,9,5,1,1,1,2
257044,0.987096193274497,2,7,9,1,1,1,1,1
257045,0.557768493836192,3,7,1,6,6,6,3,2
257050,,,4,10,2,5,2,3,1
257053,,,7,9,3,3,3,1,1
257054,0.83214018392597,3,4,6,3,2,2,2,1
257055,,,4,4,5,6,5,3,2
257056,,,4,6,4,5,4,3,1
257057,0.55857369959141,2,7,5,1,3,1,2,2
257058,0.412311736907758,3,7,3,4,5,4,2,1
257059,0.505682722411064,2,7,3,2,1,1,2,1
257061,,,7,6,1,3,1,2,1
257062,0.606961664490197,3,7,2,6,5,5,3,1
257064,0.438888966449132,2,7,7,3,2,2,3,2
257068,,,7,3,6,5,5,3,1
257070,0.617845643580607,2,7,11,1,3,1,2,2
257072,0.623428909126258,2,7,8,6,6,6,2,2
257073,,,7,9,1,3,1,1,1
257074,,,7,10,5,3,3,2,2
257076,0.498191959778814,2,4,10,6,5,5,3,1
257078,0.662246008766276,4,4,9,3,3,3,2,1
257079,0.692923381348228,3,7,5,2,5,2,2,2
257080,,,7,1,4,2,2,3,2
257081,0.511878994524782,2,7,2,2,5,2,1,2
257082,0.514073768953711,4,4,10,5,2,2,2,2
257085,1.13322421579299,3,7,5,1,2,1,1,1
257086,,,7,8,1,2,1,2,1
257088,1.3924859359704,2,7,10,2,6,2,3,1
257090,0.630243507445912,3,7,6,2,5,2,3,1
257092,1.00337273946401,1,7,3,1,6,1,2,1
257093,0.875675569989467,2,7,8,2,2,2,1,2
257094,0.482021740075048,3,7,2,5,2,2,3,2
257096,,,4,2,3,3,3,3,2
257097,,,7,9,2,3,2,3,1
257098,,,7,3,6,6,6,1,2
257099,,,7,2,4,4,4,3,1
257100,,,7,5,6,3,3,1,1
257102,0.578554747129088,2,4,9,1,3,1,2,2
257104,0.587367228322873,2,7,3,1,2,1,1,2
257105,0.627441637601465,2,7,2,1,3,1,1,2
257107,,,-9,8,4,5,4,3,1
257108,,,4,9,1,3,1,1,1
257110,,,4,1,6,5,5,3,1
257114,,,7,8,5,3,3,3,2
257118,,,4,9,6,6,6,3,1
257119,,,7,9,2,2,2,1,2
257122,,,7,2,5,3,3,3,2
257123,,,7,5,1,6,1,1,1
257124,,,7,4,6,6,6,3,2
257125,,,7,2,6,3,3,3,1
257126,2.49165300473468,6,4,2,3,6,3,1,2
257128,,,4,7,5,6,5,3,1
257130,0.844604286618161,2,7,7,2,2,2,1,2
257134,,,7,10,1,2,1,2,1
257137,,,4,9,3,5,3,3,1
257139,,,7,1,6,5,5,3,1
257142,0.699754961953556,2,7,2,6,6,6,3,1
257143,,,7,9,2,5,2,1,1
257144,,,7,3,5,6,5,3,1
257145,,,7,3,1,6,1,1,1
257146,,,7,5,1,5,1,3,1
257147,,,4,5,2,3,2,3,1
257150,3.80657783490149,5,7,10,4,4,4,3,2
257152,,,4,3,2,3,2,2,2
257156,2.77555840908467,3,7,7,6,5,5,1,2
257157,,,7,5,2,2,2,3,1
257159,0.349217205531155,2,7,8,3,2,2,1,2
257161,,,4,2,2,4,2,3,1
257162,,,7,4,3,5,3,3,1
257163,0.605242296119546,2,7,2,5,5,5,3,2
257164,0.662326523732617,2,7,6,2,5,2,2,1
257165,0.732492674641152,2,7,6,1,6,1,3,1
257166,0.650299431357467,2,7,3,5,5,5,3,2
257167,1.28155357115165,3,7,5,5,1,1,2,1
257169,,,4,6,2,3,2,3,2
257170,0.861007001924023,2,7,6,3,2,2,1,1
257172,,,7,10,3,3,3,3,2
257175,,,7,2,4,2,2,3,1
257176,,,7,10,3,3,3,3,1
257177,,,1,1,6,6,6,3,2
257180,,,4,5,5,5,5,3,1
257181,1.11433634969815,2,7,4,2,4,2,2,1
257182,0.740063363043912,2,4,8,1,1,1,1,1
257184,0.349572012035746,2,7,2,4,5,4,3,1
257187,0.361251110691445,2,4,6,2,2,2,1,2
257190,1.94137164623135,2,7,3,2,5,2,1,1
257192,2.31645787317119,6,4,10,5,4,4,1,1
257196,1.02917425317644,3,7,2,6,5,5,3,2
257197,,,4,2,2,2,2,3,1
257198,1.66446275343848,2,7,2,2,3,2,3,1
257199,0.540528099156604,2,7,6,2,2,2,1,2
257202,,,7,9,6,2,2,2,2
257203,,,7,6,3,3,3,2,1
257205,1.02482916571331,2,7,9,2,5,2,2,1
257208,2.66692984270311,6,7,3,6,3,3,3,2
257213,,,4,2,6,2,2,3,2
257214,0.463276382920453,2,7,9,2,2,2,1,1
257215,,,7,6,2,5,2,2,2
257217,,,4,4,3,6,3,1,2
257220,0.674041757786577,2,7,5,1,5,1,1,2
257223,,,4,2,2,2,2,2,1
257224,,,1,2,4,6,4,3,1
257226,2.27264380390019,8,4,9,3,3,3,2,1
257227,0.77091864226565,2,7,2,6,5,5,3,2
257229,,,7,8,3,5,3,2,1
257230,1.31414067348639,3,7,10,3,3,3,2,1
257231,,,7,9,2,2,2,1,1
257232,0.347681881734593,4,4,10,1,2,1,2,2
257234,,,7,8,3,2,2,3,1
257236,0.763916901878471,2,7,11,3,3,3,1,1
257238,7.27341760817888,4,4,2,3,5,3,3,1
257241,0.660072529117413,2,7,4,3,3,3,3,2
257244,,,1,8,3,3,3,3,2
257248,0.60993793668567,2,7,2,1,3,1,3,2
257250,,,7,7,3,6,3,3,2
257253,,,7,11,4,6,4,3,2
257254,1.54323850315665,4,7,3,4,5,4,3,2
257255,0.905734612511638,3,7,8,6,5,5,3,2
257257,,,7,9,6,2,2,3,2
257258,,,4,9,1,6,1,3,1
257259,,,7,8,2,3,2,2,2
257260,,,4,3,2,2,2,1,1
257262,,,7,1,6,6,6,3,2
257263,,,4,2,6,3,3,3,2
257265,0.633461538915139,2,7,8,1,3,1,1,1
257267,0.525551894845605,3,7,2,1,3,1,3,2
257268,1.88202820849468,3,4,6,6,5,5,3,2
257269,,,4,8,2,6,2,2,1
257270,0.378410049944034,2,7,10,1,6,1,1,2
257271,0.483673784298193,2,7,9,3,5,3,3,2
257272,1.11083561333854,2,4,10,1,5,1,1,1
257274,0.585145481468027,1,7,6,3,3,3,3,2
257276,0.510105651007556,2,7,6,6,2,2,3,1
257278,3.87461415512841,4,4,9,2,5,2,3,1
257280,3.43119948301509,3,4,3,5,4,4,2,1
257282,,,4,9,2,4,2,3,2
257283,,,7,3,5,1,1,2,1
257284,2.76996812826301,3,4,3,2,2,2,2,1
257285,,,7,3,3,6,3,3,1
257286,,,4,8,2,6,2,3,2
257287,,,4,2,3,6,3,3,2
257289,,,7,4,5,2,2,2,1
257290,0.741027471074214,6,7,5,2,2,2,1,1
257294,,,7,9,3,2,2,3,1
257297,,,7,10,6,6,6,3,1
257298,,,7,2,3,6,3,2,1
257299,,,7,9,5,2,2,3,2
257301,,,7,1,6,6,6,3,2
257302,,,4,9,3,3,3,3,1
257303,,,7,1,5,6,5,3,2
257304,,,7,10,1,3,1,3,1
257305,,,7,10,3,4,3,2,1
257306,1.73971070729753,3,1,4,2,3,2,1,1
257308,1.5693767420288,2,7,1,4,3,3,3,1
257309,,,7,11,1,2,1,3,1
257311,,,7,10,5,4,4,3,1
257312,0.440163081370105,2,7,4,2,3,2,2,2
257313,,,4,4,2,5,2,2,2
257315,0.754405271717782,2,7,9,5,2,2,3,1
257316,0.77018662232318,3,7,9,2,6,2,3,2
257317,0.452842085784849,2,7,2,1,2,1,1,1
257319,,,7,9,3,2,2,1,2
257321,,,7,9,1,3,1,2,2
257324,,,4,1,3,2,2,3,1
257326,0.643688893620265,2,7,2,2,2,2,1,2
257327,0.434944199162539,4,7,10,1,2,1,1,2
257328,,,7,9,3,2,2,1,2
257332,,,4,3,5,2,2,3,1
257338,,,7,11,2,5,2,2,1
257339,1.14192938036226,3,7,9,3,2,2,3,2
257340,,,7,5,6,3,3,1,1
257343,,,4,9,3,6,3,2,2
257346,0.53777268027346,2,7,9,2,5,2,3,2
257350,,,7,6,1,1,1,3,2
257351,,,7,3,5,5,5,3,2
257352,,,7,10,5,5,5,3,2
257356,0.671035586774511,2,4,3,3,3,3,2,2
257358,0.469627261761379,2,7,9,2,2,2,2,2
257359,,,4,9,5,3,3,3,1
257360,0.5603931185472,2,7,9,3,3,3,1,2
257361,0.401260810513338,3,7,5,5,3,3,3,1
257362,,,7,9,2,2,2,3,2
257364,,,7,6,5,5,5,3,2
257367,,,4,7,3,2,2,2,2
257368,,,4,4,3,5,3,3,1
257370,,,1,1,5,5,5,1,1
257371,,,4,2,2,5,2,1,2
257373,,,4,2,3,6,3,3,2
257375,0.81019536824549,3,4,11,5,5,5,3,2
257376,0.726017227389457,2,7,6,2,5,2,1,1
257377,3.517080588098,6,1,3,4,6,4,3,1
257378,,,7,2,3,5,3,3,2
257379,0.313727640821261,2,7,2,1,3,1,1,2
257380,0.809377221367478,2,7,8,4,4,4,3,1
257384,,,4,1,3,4,3,1,1
257385,,,1,1,3,6,3,2,1
257390,,,7,1,6,2,2,1,1
257392,0.67243566286695,6,4,10,1,5,1,1,1
257393,,,4,2,5,5,5,3,2
257395,0.39592762133988,2,7,5,4,4,4,3,1
257399,,,7,5,3,3,3,3,1
257402,,,7,9,2,5,2,3,2
257403,,,7,10,1,5,1,1,2
257406,,,7,2,5,5,5,3,2
257407,,,4,4,6,3,3,2,2
257408,,,4,9,2,1,1,1,2
257409,0.475010721828316,2,7,10,3,1,1,1,2
257413,1.30860800783587,2,7,7,6,5,5,3,2
257414,,,7,9,5,2,2,2,2
257415,0.331306084610354,2,4,9,2,1,1,1,2
257417,,,7,5,3,3,3,3,1
257418,0.909264533108199,2,4,4,5,5,5,3,2
257420,,,7,2,2,3,2,1,2
257423,,,7,5,2,4,2,3,1
257424,0.539181701639831,2,4,10,6,2,2,3,2
257426,,,7,6,3,6,3,3,2
257427,0.510074400488359,2,4,8,6,6,6,1,2
257431,0.862384739360611,4,7,1,1,2,1,1,1
257432,,,4,9,1,3,1,1,2
257433,,,7,9,2,5,2,3,2
257434,,,1,6,3,6,3,3,1
257435,,,7,2,2,5,2,2,1
257436,1.6095603225367,3,7,6,4,6,4,3,2
257437,0.39645572717541,2,7,2,3,2,2,1,2
257439,0.780479330890624,3,4,3,6,3,3,2,1
257440,,,4,5,3,1,1,1,1
257441,,,7,11,4,3,3,3,1
257442,,,4,4,2,1,1,1,1
257444,0.502511644042288,2,7,9,2,2,2,1,2
257445,0.641255960496913,3,7,6,1,4,1,1,2
257447,,,7,6,6,5,5,3,1
257448,0.659115035399892,3,4,4,4,5,4,3,2
257449,,,4,9,3,2,2,3,1
257451,,,7,5,2,5,2,2,1
257452,,,7,9,3,5,3,3,2
257453,,,7,4,2,3,2,3,2
257454,,,4,10,6,5,5,3,2
257455,,,7,4,2,2,2,2,1
257456,,,4,7,6,5,5,3,1
257457,,,4,2,3,3,3,2,1
257459,,,7,6,2,6,2,3,2
257460,,,7,5,6,6,6,3,2
257465,,,4,10,3,3,3,3,1
257467,,,7,8,5,5,5,3,2
257468,,,7,2,6,2,2,3,1
257469,,,7,7,4,6,4,3,2
257470,,,7,9,1,6,1,3,1
257472,,,4,11,3,2,2,1,1
257474,1.6919775684042,2,4,10,4,6,4,2,1
257475,0.762120076273648,3,7,10,2,5,2,3,1
257476,0.516658799123855,2,7,3,4,2,2,2,2
257477,,,7,7,1,2,1,1,1
257479,1.26562566849528,4,7,9,2,4,2,2,2
257480,0.610883430441179,2,7,8,1,3,1,1,1
257481,,,4,6,6,6,6,1,1
257482,0.629768894950574,3,7,9,3,3,3,3,2
257483,1.85956201941768,4,4,8,5,5,5,3,2
257484,,,7,11,1,2,1,1,1
257488,0.445521339884888,2,7,8,1,3,1,1,1
257490,,,4,6,1,5,1,3,2
257491,,,7,5,1,2,1,1,2
257492,,,7,5,6,6,6,3,2
257493,,,7,4,5,5,5,3,2
257495,,,7,5,3,5,3,3,1
257497,,,4,6,3,3,3,3,2
257498,0.941580640827496,2,4,6,4,5,4,1,2
257499,,,4,4,5,2,2,3,2
257500,0.754340778632536,3,7,8,6,5,5,3,1
257501,,,7,6,5,3,3,3,2
257503,,,4,9,1,5,1,1,1
257505,,,4,9,1,5,1,3,1
257506,,,4,8,1,6,1,2,2
257507,,,7,9,2,3,2,1,1
257508,0.379065407423478,2,7,4,2,3,2,2,1
257509,,,7,8,6,3,3,2,1
257511,,,4,2,1,5,1,2,2
257512,,,4,10,6,5,5,3,1
257515,,,1,9,3,5,3,3,2
257516,,,4,9,1,2,1,1,1
257520,,,7,9,6,2,2,1,2
257524,,,4,2,2,2,2,1,2
257525,1.23739792594603,4,1,9,6,5,5,3,1
257526,0.422958623880692,2,7,4,1,2,1,1,2
257528,0.549509707846101,3,4,1,6,6,6,3,2
257529,,,7,3,6,2,2,1,1
257530,,,4,4,3,5,3,1,2
257531,,,7,8,2,5,2,2,2
257532,,,7,2,3,5,3,2,2
257533,,,4,6,2,5,2,3,2
257534,0.559921528871161,2,7,6,4,6,4,3,1
257536,,,4,1,6,6,6,3,1
257537,,,7,4,3,3,3,3,2
257538,0.673022027795414,3,4,4,3,4,3,1,2
257539,,,7,3,6,6,6,3,1
257542,,,-9,2,6,6,6,3,1
257543,0.419228399235592,8,7,2,1,3,1,1,1
257544,,,7,8,3,2,2,2,1
257548,,,4,5,6,5,5,3,2
257549,0.437060838038645,2,7,9,5,5,5,3,2
257550,0.649554437841924,2,4,9,1,2,1,1,1
257552,0.992162095021431,2,4,9,6,5,5,1,1
257556,,,7,4,6,5,5,3,2
257557,,,7,2,6,2,2,2,1
257558,2.10470583607776,6,4,9,3,6,3,3,2
257559,0.835797900141218,3,4,8,3,3,3,3,2
257560,,,4,10,6,4,4,1,2
257561,0.899201910846011,2,7,2,3,3,3,3,2
257567,0.961499599398604,2,4,4,1,1,1,1,2
257568,0.801025158867932,3,4,10,3,2,2,3,2
257575,,,1,4,3,4,3,3,2
257578,,,7,5,4,5,4,2,1
257582,1.22822533794936,2,7,3,6,2,2,1,2
257584,,,7,3,1,3,1,1,1
257585,,,4,3,3,3,3,3,2
257587,0.37587302780666,2,4,10,2,3,2,2,2
257588,,,7,9,1,2,1,1,2
257589,1.12059718887087,3,4,3,6,3,3,3,2
257590,2.33681636549715,2,7,6,4,2,2,1,1
257592,,,1,5,6,3,3,3,1
257594,2.05720708509441,2,4,4,2,2,2,1,1
257595,,,7,3,5,4,4,3,2
257597,,,4,7,6,6,6,3,1
257598,,,4,5,4,2,2,2,2
257599,,,4,4,5,2,2,2,2
257600,,,7,6,2,6,2,2,2
257601,,,7,1,4,2,2,2,1
257602,,,4,3,2,2,2,1,1
257603,0.529117449146506,2,7,9,4,2,2,1,1
257604,0.841988571817621,2,7,1,5,2,2,2,1
257605,1.20664875088,3,4,4,1,3,1,1,2
257606,,,7,5,1,3,1,2,1
257607,0.94994050946924,2,4,7,1,1,1,1,1
257608,,,7,4,6,6,6,3,1
257609,0.511878994524782,2,7,2,3,6,3,3,2
257610,0.81761559424071,3,7,11,3,2,2,3,1
257612,,,7,9,6,5,5,2,2
257613,0.389897739650344,3,7,8,2,6,2,2,2
257615,0.667252082911059,2,4,4,3,4,3,3,1
257619,0.881568098491216,6,7,5,2,3,2,3,1
257624,,,7,9,6,3,3,3,2
257625,,,7,10,5,6,5,1,1
257630,3.03948913010214,6,4,1,6,5,5,3,1
257632,,,4,3,6,5,5,3,1
257634,,,7,2,2,2,2,3,2
257635,,,7,10,3,3,3,3,1
257639,2.69956020053847,3,4,10,1,2,1,3,2
257640,,,4,3,5,6,5,2,1
257641,,,7,9,2,6,2,3,1
257643,,,7,3,5,5,5,3,2
257644,0.788864220576728,2,7,9,5,6,5,3,2
257645,,,4,1,2,2,2,1,1
257646,,,7,5,3,4,3,2,2
257651,,,7,9,3,3,3,3,2
257652,0.39646776767288,2,7,8,1,6,1,3,2
257653,,,7,9,2,3,2,1,1
257654,1.23391907794293,1,4,4,1,2,1,1,1
257658,0.872992847492408,3,7,6,4,6,4,3,2
257662,,,7,11,2,6,2,1,1
257664,,,7,1,6,6,6,2,2
257666,0.376680733402905,2,7,7,2,6,2,2,2
257667,,,1,4,2,2,2,1,1
257668,1.51262640389057,3,7,9,2,6,2,2,1
257669,0.434947178292995,3,7,8,1,3,1,1,1
257671,,,4,2,6,5,5,3,1
257674,,,7,8,1,3,1,1,1
257675,,,7,6,3,4,3,3,1
257676,0.473896272047428,2,7,8,2,3,2,1,1
257677,0.893164350471928,3,4,6,2,3,2,3,2
257678,,,4,9,2,1,1,1,2
257679,0.766505790449544,2,7,7,4,5,4,3,1
257683,,,7,10,2,1,1,1,1
257684,,,4,11,4,5,4,3,1
257688,,,1,4,6,6,6,3,2
257690,,,7,2,4,2,2,1,2
257691,0.699771298252197,3,7,9,6,5,5,3,2
257693,0.83408319412019,2,7,2,3,2,2,1,2
257696,0.539111706213652,3,7,10,6,6,6,2,1
257699,0.474001246453553,2,7,2,2,1,1,1,2
257700,0.71047489787661,3,7,9,1,2,1,1,2
257701,1.965135517324,1,7,2,4,6,4,3,2
257705,,,7,6,1,3,1,3,1
257706,3.13121037102302,8,4,8,3,2,2,3,2
257708,,,7,7,2,2,2,1,1
257710,,,7,2,2,5,2,1,2
257711,0.477199910566646,7,7,8,1,5,1,2,1
257713,,,4,8,3,5,3,3,1
257714,,,7,2,3,5,3,3,2
257715,,,7,8,5,6,5,3,1
257716,,,1,2,1,6,1,1,1
257717,0.542025891984705,2,7,5,5,2,2,1,2
257722,,,1,3,6,5,5,3,2
257724,,,7,7,6,5,5,3,2
257728,0.569256278471135,3,7,6,2,1,1,3,2
257730,0.942991148932435,2,7,5,5,3,3,3,1
257731,,,7,4,4,3,3,3,1
257733,,,7,10,3,2,2,2,1
257736,0.717728417011782,4,7,1,6,5,5,3,2
257737,,,7,5,3,3,3,3,1
257738,0.867823857794517,2,7,2,1,2,1,1,1
257740,,,7,7,6,6,6,3,2
257742,0.921575318554455,3,7,3,4,3,3,3,1
257743,,,7,6,6,3,3,3,1
257744,,,4,3,3,5,3,3,2
257745,,,4,2,5,5,5,2,1
257748,,,7,6,6,3,3,2,1
257750,,,7,5,6,6,6,3,1
257751,1.52638614025644,6,4,6,3,4,3,3,2
257752,0.596493904125551,3,7,2,5,5,5,3,2
257753,0.617989339220294,2,7,5,1,2,1,1,2
257754,,,4,2,3,4,3,3,2
257756,,,7,2,2,3,2,3,1
257760,0.638579927582749,2,7,6,2,2,2,3,1
257764,1.77529605600023,1,7,5,4,4,4,3,1
257765,,,7,1,5,5,5,3,1
257767,0.524446782755411,4,7,9,1,2,1,1,2
257768,0.825044528423248,2,7,6,6,2,2,1,1
257770,,,7,9,6,5,5,3,1
257771,,,4,11,2,2,2,1,2
257772,0.704637238214926,3,7,2,5,5,5,3,1
257773,,,7,2,6,6,6,3,1
257774,1.21122939026174,3,4,6,1,5,1,1,2
257775,,,4,9,2,5,2,2,1
257776,,,7,3,5,6,5,3,2
257777,,,7,2,4,2,2,2,1
257778,,,7,10,5,4,4,3,1
257779,0.670250581660552,2,7,10,3,5,3,3,2
257783,0.887901685690119,2,7,8,1,5,1,1,1
257784,,,4,5,1,6,1,3,1
257787,,,7,11,1,3,1,3,2
257788,,,4,5,4,4,4,3,2
257789,,,7,9,3,2,2,3,2
257790,0.538788620022993,2,7,3,1,6,1,1,1
257795,0.446048124317857,2,7,4,4,1,1,1,2
257796,,,4,5,3,6,3,2,2
257799,,,4,10,6,2,2,1,2
257801,3.43193430438335,3,4,9,3,3,3,3,1
257802,0.52444511364981,3,7,9,2,4,2,3,2
257804,1.0384268559316,6,4,10,4,3,3,2,2
257807,,,7,2,4,5,4,3,2
257809,0.35156981161314,2,7,2,1,1,1,1,2
257810,,,4,10,4,4,4,3,2
257811,,,4,11,3,6,3,3,2
257814,,,4,9,1,3,1,2,2
257816,0.509910638427189,3,7,9,1,2,1,3,2
257818,0.492775259012501,2,7,4,1,6,1,1,2
257820,,,4,11,5,3,3,3,2
257822,,,4,3,6,6,6,3,1
257824,,,7,6,1,6,1,1,1
257825,,,7,1,5,6,5,3,1
257826,1.15398356375609,3,7,7,3,2,2,3,2
257827,,,7,10,1,6,1,1,2
257829,0.45725573477143,2,7,9,4,5,4,1,2
257830,,,4,5,5,5,5,3,2
257832,,,7,10,4,4,4,3,2
257833,,,7,9,1,2,1,1,1
257834,,,7,1,3,6,3,3,2
257836,,,7,9,1,2,1,1,1
257839,1.57678977904555,3,7,1,3,5,3,2,2
257841,,,7,5,6,6,6,3,1
257842,,,7,4,4,6,4,3,1
257843,0.288855741117507,2,7,2,5,3,3,3,1
257845,,,7,10,3,6,3,1,2
257847,0.602345842391636,2,7,10,4,2,2,1,1
257850,,,7,1,3,6,3,1,1
257854,,,7,10,3,5,3,2,2
257855,0.317286278929311,2,7,3,5,1,1,1,1
257858,,,7,2,6,6,6,3,1
257860,1.40490119412621,2,7,6,1,3,1,1,1
257861,,,4,6,6,6,6,3,2
257863,0.713999882782753,2,7,4,3,6,3,2,2
257867,,,7,1,6,6,6,3,2
257868,,,7,8,3,5,3,3,1
257869,,,7,7,1,6,1,1,1
257870,1.40165636354675,2,7,2,3,4,3,3,2
257873,,,7,4,6,6,6,3,2
257877,0.641932773566981,2,4,6,3,5,3,2,2
257879,,,7,5,4,4,4,3,1
257883,1.58231329663413,2,4,5,2,2,2,1,1
257884,,,4,7,6,3,3,3,1
257887,0.831527679344302,2,7,2,1,5,1,3,1
257888,,,7,6,2,6,2,1,1
257889,0.611238024890812,2,4,6,1,5,1,3,2
257892,,,7,2,3,4,3,3,2
257894,,,4,9,2,1,1,1,1
257895,0.541620692260409,2,4,3,2,5,2,1,1
257898,,,7,2,3,6,3,2,1
257899,0.658037204657978,3,7,8,3,3,3,1,1
257901,0.813188831917489,3,4,5,4,3,3,1,2
257903,,,4,10,5,5,5,3,2
257904,0.587367228322873,3,7,3,5,5,5,3,2
257906,,,4,2,4,5,4,3,1
257907,,,7,9,5,6,5,3,2
257909,,,7,4,6,6,6,3,1
257910,,,4,10,1,2,1,1,2
257913,0.44650675675289,2,7,2,1,3,1,1,2
257914,1.11679198327641,3,7,10,5,1,1,1,1
257917,1.40420027811128,2,7,2,6,1,1,1,1
257919,0.446684712127599,3,4,10,6,3,3,2,2
257920,0.618844070139016,4,4,10,5,5,5,1,2
257922,0.483033283549993,4,4,4,1,5,1,1,1
257924,0.839989707035199,2,7,2,3,3,3,3,1
257925,,,4,2,5,6,5,3,2
257926,0.88105895146898,6,7,8,3,3,3,3,2
257929,,,4,5,5,6,5,3,1
257932,2.35270382962404,5,7,1,4,2,2,3,2
257933,,,4,8,2,5,2,2,2
257934,,,1,11,4,5,4,3,2
257935,,,7,7,6,5,5,3,1
257936,,,4,3,5,5,5,3,2
257937,0.488836242920501,2,7,3,4,2,2,1,1
257938,0.322240432711762,2,7,8,3,2,2,2,2
257939,,,7,1,1,2,1,1,1
257940,,,7,5,5,3,3,3,2
257941,0.527877767737627,2,7,9,5,5,5,3,2
257944,,,7,11,2,2,2,3,2
257945,,,7,6,2,5,2,3,1
257947,,,4,4,3,2,2,3,1
257948,0.427542995280671,2,7,9,2,2,2,1,1
257949,,,7,3,4,4,4,3,1
257951,,,7,10,1,5,1,2,2
257952,,,4,6,5,5,5,3,1
257953,,,4,4,5,6,5,3,2
257954,0.589683001052243,2,7,6,4,3,3,3,2
257955,0.412912184849096,2,7,3,3,5,3,2,2
257957,,,7,9,5,5,5,3,2
257958,,,7,9,1,2,1,1,1
257959,,,4,6,3,5,3,2,1
257960,,,-9,3,2,2,2,3,1
257961,,,4,4,3,6,3,1,2
257962,,,4,1,6,5,5,2,2
257964,,,7,2,6,3,3,2,1
257966,,,7,6,2,6,2,3,1
257968,,,7,5,5,2,2,3,2
257969,0.521846625164042,2,7,4,3,2,2,2,1
257977,0.709043426137841,3,4,4,4,5,4,1,2
257978,,,4,5,1,5,1,1,2
257979,,,4,6,3,3,3,3,2
257980,,,7,5,6,6,6,3,2
257982,1.713946589761,4,7,8,1,3,1,1,1
257983,0.650233701757941,3,4,5,3,3,3,2,2
257985,,,7,8,6,6,6,1,2
257987,0.588231707761503,2,7,5,2,3,2,2,1
257990,,,7,9,1,2,1,1,2
257993,,,7,8,3,3,3,3,2
257995,,,4,5,5,5,5,3,2
257996,,,7,10,5,4,4,3,2
257998,0.478772591741099,2,4,1,6,2,2,1,2
258000,,,7,10,2,5,2,2,2
258005,0.771856236696235,2,4,6,4,2,2,2,1
258006,,,7,9,5,4,4,3,1
258009,,,4,1,1,2,1,1,2
258010,,,7,3,1,2,1,2,1
258011,0.44029604344374,2,7,10,2,2,2,1,2
258012,,,4,9,5,3,3,3,1
258019,,,7,7,5,6,5,3,1
258020,,,7,8,1,2,1,1,1
258024,,,7,3,2,5,2,3,1
258026,0.379746936378348,2,7,4,5,6,5,3,1
258027,,,7,5,3,5,3,3,1
258031,0.521856759603741,2,7,4,3,2,2,3,2
258033,,,7,6,1,5,1,2,2
258034,,,7,9,1,6,1,1,1
258035,0.385852015798769,2,7,3,1,6,1,3,1
258036,,,7,5,6,5,5,3,1
258037,0.494007355922024,2,7,5,2,5,2,1,2
258038,0.442243696122829,2,7,9,1,2,1,1,2
258039,0.657292422692972,2,7,9,1,2,1,2,1
258042,,,4,8,3,6,3,3,1
258043,,,4,2,5,3,3,3,2
258045,,,4,2,5,3,3,3,1
258046,1.17877163477882,1,7,9,2,2,2,2,1
258047,1.717186706667,1,4,5,4,2,2,1,1
258048,0.443465946734561,2,7,9,1,5,1,1,2
258051,0.736615028150483,2,7,8,4,2,2,2,1
258052,,,4,11,5,2,2,3,2
258053,,,7,9,5,5,5,1,1
258054,,,7,11,3,6,3,2,1
258055,0.41324737307257,2,7,5,1,3,1,2,1
258059,,,4,5,2,2,2,3,2
258061,,,4,7,6,5,5,1,1
258064,0.726787830401956,2,7,2,3,3,3,3,1
258066,,,7,10,3,6,3,3,1
258069,,,7,5,3,6,3,3,1
258071,0.853780195014209,2,7,3,1,3,1,3,2
258073,0.444826256746219,2,7,1,1,3,1,1,2
258074,0.520205534568214,2,7,3,6,2,2,2,2
258075,,,1,9,2,2,2,1,2
258076,,,7,9,6,6,6,3,1
258079,,,7,10,5,3,3,2,2
