customer_id,city,sex,date_birth,date_join,age_join,date_quit,duration,q1,q2,q3,q4,q5
DG442445,London,M,1980-04-12,2010-11-24,30.62,2015-05-08,53.42,-1,9,6,10,0
DG442514,Southampton,M,1971-12-23,2014-01-27,42.1,NA,NA,NA,NA,NA,NA,NA
DG442809,Birmingham,M,1975-02-07,2010-04-27,35.22,NA,NA,NA,NA,NA,NA,NA
DG442845,Manchester,F,1985-10-03,2011-04-23,25.55,NA,NA,NA,NA,NA,NA,NA
DG442939,Manchester,F,1984-07-01,2012-01-16,27.54,NA,NA,NA,NA,NA,NA,NA
DG443118,London,M,1980-12-15,2012-11-02,31.88,NA,NA,NA,NA,NA,NA,NA
DG443130,Leeds,M,1950-04-10,2010-10-29,60.55,NA,NA,NA,NA,NA,NA,NA
DG443563,Nottingham,F,1989-01-11,2012-03-29,23.21,NA,NA,NA,NA,NA,NA,NA
DG443726,Birmingham,F,1974-04-06,2010-11-24,36.64,2014-12-03,48.3,8,10,-1,2,0
DG444039,Birmingham,M,1970-01-13,2013-01-11,43,NA,NA,NA,NA,NA,NA,NA
DG444043,London,M,1990-11-17,2011-08-06,20.72,NA,NA,NA,NA,NA,NA,NA
DG444165,Liverpool,M,1985-10-18,2010-03-06,24.38,NA,NA,NA,NA,NA,NA,NA
DG444243,London,M,1974-02-03,2010-02-04,36,2015-02-13,60.29,NA,NA,NA,NA,NA
DG444527,Birmingham,F,1980-09-17,2011-09-16,31,NA,NA,NA,NA,NA,NA,NA
DG445000,Leeds,F,1978-01-08,2013-11-01,35.81,2015-06-04,19.06,9,8,7,-1,1
DG445072,Leeds,M,1978-10-28,2010-01-29,31.26,NA,NA,NA,NA,NA,NA,NA
DG445209,Leeds,M,1982-06-02,2010-03-08,27.76,NA,NA,NA,NA,NA,NA,NA
DG445290,Southampton,M,1976-07-10,2010-05-08,33.83,NA,NA,NA,NA,NA,NA,NA
DG445408,Nottingham,F,1980-04-16,2010-07-13,30.24,NA,NA,NA,NA,NA,NA,NA
DG445569,Birmingham,F,1979-10-28,2011-05-04,31.52,2012-09-22,16.66,-1,9,3,1,1
DG445597,Southampton,F,1979-01-05,2010-10-29,31.81,2012-10-29,24.02,5,7,6,10,3
DG445762,Manchester,F,1986-12-26,2010-03-08,23.2,2014-06-25,51.58,NA,NA,NA,NA,NA
DG446150,Birmingham,F,1976-11-04,2010-04-09,33.43,2015-04-19,60.32,7,10,6,-1,-1
DG446348,Glasgow,F,1981-03-29,2012-02-15,30.88,NA,NA,NA,NA,NA,NA,NA
DG447665,London,F,1982-02-27,2013-06-23,31.32,NA,NA,NA,NA,NA,NA,NA
DG447732,London,F,1979-02-22,2010-01-24,30.92,2014-02-28,49.15,NA,NA,NA,NA,NA
DG447876,Manchester,M,1983-01-05,2012-07-06,29.5,NA,NA,NA,NA,NA,NA,NA
DG447905,London,M,1985-09-01,2012-03-13,26.53,NA,NA,NA,NA,NA,NA,NA
DG448506,Birmingham,F,1991-05-02,2011-10-07,20.43,NA,NA,NA,NA,NA,NA,NA
DG448508,London,F,1975-08-26,2011-08-04,35.94,2012-06-17,10.45,5,-1,5,10,3
DG448565,Liverpool,F,1987-06-25,2011-09-27,24.26,NA,NA,NA,NA,NA,NA,NA
DG448704,Manchester,F,1979-11-24,2011-02-17,31.23,2014-08-08,41.66,5,-1,4,5,2
DG448761,Glasgow,F,1968-04-01,2011-09-16,43.46,NA,NA,NA,NA,NA,NA,NA
DG448828,London,M,1955-03-21,2010-11-07,55.63,2015-03-18,52.3,7,-1,7,-1,1
DG448882,London,M,1981-02-22,2010-12-20,29.82,NA,NA,NA,NA,NA,NA,NA
DG448932,London,F,1974-11-19,2011-06-07,36.55,NA,NA,NA,NA,NA,NA,NA
DG449161,Nottingham,F,1984-07-09,2011-04-22,26.78,NA,NA,NA,NA,NA,NA,NA
DG449565,Newcastle upon Tyne,F,1976-12-08,2011-09-21,34.78,2013-07-09,21.59,-1,8,10,8,3
DG450328,Glasgow,F,1957-10-21,2011-04-25,53.51,NA,NA,NA,NA,NA,NA,NA
DG450941,Southampton,M,1971-05-09,2011-08-01,40.23,2015-02-04,42.15,4,-1,6,10,0
DG451091,Southampton,F,1976-05-30,2010-08-04,34.18,NA,NA,NA,NA,NA,NA,NA
DG451094,Manchester,M,1988-03-19,2012-07-26,24.35,NA,NA,NA,NA,NA,NA,NA
DG451991,Liverpool,M,1987-10-14,2010-11-05,23.06,NA,NA,NA,NA,NA,NA,NA
DG452055,Southampton,F,1962-08-24,2012-01-19,49.4,2014-08-20,31.01,7,9,-1,10,-1
DG452180,Southampton,M,1981-09-24,2011-10-13,30.05,2013-07-08,20.83,NA,NA,NA,NA,NA
DG452229,Glasgow,F,1972-05-26,2010-02-27,37.76,NA,NA,NA,NA,NA,NA,NA
DG453138,Nottingham,F,1985-02-03,2011-05-28,26.31,NA,NA,NA,NA,NA,NA,NA
DG453219,Southampton,F,1966-07-02,2010-11-26,44.4,2012-04-09,16.43,5,8,5,10,2
DG453323,Leeds,F,1972-07-26,2010-02-13,37.55,2014-01-29,47.51,9,7,8,10,2
DG453484,Sheffield,F,1968-06-06,2012-09-02,44.24,NA,NA,NA,NA,NA,NA,NA
DG453644,Leeds,F,1973-07-20,2013-12-08,40.39,2014-11-30,11.73,8,5,4,9,3
DG453679,Liverpool,F,1986-07-07,2011-08-23,25.13,2011-10-29,2.2,7,8,1,7,7
DG453766,Birmingham,F,1976-12-24,2012-05-07,35.37,NA,NA,NA,NA,NA,NA,NA
DG453778,Leeds,M,1988-04-28,2013-01-28,24.75,NA,NA,NA,NA,NA,NA,NA
DG453881,Manchester,M,1982-08-31,2010-10-29,28.16,2014-05-04,42.15,6,8,5,5,0
DG454079,Liverpool,F,1986-07-25,2013-03-16,26.64,NA,NA,NA,NA,NA,NA,NA
DG454107,Sheffield,F,1979-09-19,2011-08-13,31.9,NA,NA,NA,NA,NA,NA,NA
DG454238,Manchester,F,1984-08-05,2011-04-24,26.72,NA,NA,NA,NA,NA,NA,NA
DG454429,Glasgow,F,1970-11-19,2011-08-11,40.73,NA,NA,NA,NA,NA,NA,NA
DG454642,Leeds,F,1966-09-17,2010-12-11,44.23,NA,NA,NA,NA,NA,NA,NA
DG455232,Liverpool,F,1983-07-20,2010-11-11,27.31,2015-01-08,49.91,7,9,2,6,1
DG455280,London,M,1985-12-13,2010-11-11,24.91,NA,NA,NA,NA,NA,NA,NA
DG455694,Birmingham,F,1964-08-23,2011-05-27,46.76,NA,NA,NA,NA,NA,NA,NA
DG455844,Birmingham,M,1983-02-14,2013-04-20,30.18,NA,NA,NA,NA,NA,NA,NA
DG455912,Birmingham,M,1978-12-24,2010-01-03,31.03,NA,NA,NA,NA,NA,NA,NA
DG455913,London,M,1986-05-15,2010-07-06,24.14,2015-03-05,55.95,NA,NA,NA,NA,NA
DG456022,Glasgow,F,1966-03-23,2012-03-09,45.96,NA,NA,NA,NA,NA,NA,NA
DG456139,Birmingham,M,1985-05-03,2012-04-29,26.99,NA,NA,NA,NA,NA,NA,NA
DG456154,Newcastle upon Tyne,M,1977-09-14,2010-01-19,32.35,2010-03-01,1.35,9,10,10,9,4
DG456179,Glasgow,M,1964-08-01,2010-06-21,45.89,NA,NA,NA,NA,NA,NA,NA
DG456297,Southampton,F,1962-02-03,2011-02-19,49.04,NA,NA,NA,NA,NA,NA,NA
DG456419,Nottingham,F,1936-05-28,2011-09-06,75.27,2014-10-30,37.78,-1,6,4,8,0
DG456537,Manchester,F,1978-09-08,2010-05-02,31.65,2014-07-28,50.86,7,9,-1,5,3
DG456832,London,M,1942-01-29,2011-07-12,69.45,NA,NA,NA,NA,NA,NA,NA
DG457005,London,M,1990-09-05,2012-05-23,21.71,2012-06-20,0.92,8,8,7,-1,3
DG457145,Leeds,F,1972-04-15,2011-03-01,38.87,2012-12-22,21.75,7,6,6,9,2
DG457479,Glasgow,F,1969-07-01,2010-12-02,41.42,NA,NA,NA,NA,NA,NA,NA
DG457592,Birmingham,F,1973-04-14,2010-07-05,37.22,2014-01-31,42.91,NA,NA,NA,NA,NA
DG457615,Liverpool,F,1954-09-27,2010-09-13,55.96,2013-12-16,39.1,8,7,3,6,2
DG457808,Southampton,M,1995-08-28,2014-09-10,19.04,2015-02-01,4.73,3,5,5,10,3
DG457881,London,F,1982-12-10,2010-08-13,27.67,NA,NA,NA,NA,NA,NA,NA
DG457920,Birmingham,F,1977-09-20,2012-06-26,34.77,NA,NA,NA,NA,NA,NA,NA
DG458060,Newcastle upon Tyne,F,1953-01-02,2010-09-09,57.68,2014-08-19,47.31,NA,NA,NA,NA,NA
DG458065,London,M,1984-05-26,2010-06-13,26.05,NA,NA,NA,NA,NA,NA,NA
DG458411,Birmingham,M,1978-11-08,2010-03-14,31.35,NA,NA,NA,NA,NA,NA,NA
DG458466,Southampton,F,1974-02-23,2013-05-04,39.19,NA,NA,NA,NA,NA,NA,NA
DG459210,Leeds,F,1971-10-09,2013-12-29,42.22,NA,NA,NA,NA,NA,NA,NA
DG459349,Nottingham,F,1984-09-28,2012-08-04,27.85,2015-06-19,34.46,6,6,-1,7,1
DG459372,London,F,1969-06-04,2010-12-01,41.49,NA,NA,NA,NA,NA,NA,NA
DG459420,Leeds,M,1991-02-16,2011-05-09,20.22,NA,NA,NA,NA,NA,NA,NA
DG459426,Southampton,M,1974-10-29,2011-03-16,36.38,NA,NA,NA,NA,NA,NA,NA
DG459445,Glasgow,F,1978-06-12,2013-05-24,34.95,2013-11-03,5.36,8,7,7,1,3
DG459500,Newcastle upon Tyne,F,1978-01-25,2011-05-28,33.34,2015-03-13,45.5,7,9,10,-1,3
DG459535,Birmingham,M,1982-02-06,2011-12-10,29.84,2012-07-16,7.2,8,10,5,-1,1
DG459551,Sheffield,F,1983-10-08,2012-02-10,28.34,NA,NA,NA,NA,NA,NA,NA
DG459618,Birmingham,M,1982-02-16,2011-02-11,28.99,2012-12-08,21.88,7,7,5,1,0
DG460405,London,M,1982-02-16,2011-07-29,29.45,2015-05-07,45.27,NA,NA,NA,NA,NA
DG460440,Manchester,F,1992-03-06,2012-09-03,20.5,2012-12-13,3.32,6,8,-1,6,5
DG460509,Leeds,F,1984-01-09,2012-04-03,28.23,2015-05-02,36.93,NA,NA,NA,NA,NA
DG460658,Glasgow,F,1978-12-31,2013-08-29,34.66,NA,NA,NA,NA,NA,NA,NA
DG460680,London,M,1978-08-01,2010-01-24,31.48,2014-08-16,54.7,8,8,7,10,0
DG461107,Birmingham,F,1970-07-13,2012-03-05,41.65,NA,NA,NA,NA,NA,NA,NA
DG461126,Manchester,M,1947-01-12,2013-08-11,66.58,2013-11-22,3.38,-1,-1,-1,7,1
DG461329,Newcastle upon Tyne,M,1988-01-24,2012-01-20,23.99,2012-10-11,8.71,-1,-1,10,8,3
DG461623,Manchester,M,1989-11-11,2010-01-05,20.15,NA,NA,NA,NA,NA,NA,NA
DG461704,Nottingham,M,1970-03-19,2011-07-20,41.34,NA,NA,NA,NA,NA,NA,NA
DG461731,London,F,1962-02-26,2010-09-25,48.58,NA,NA,NA,NA,NA,NA,NA
DG461786,Glasgow,F,1975-11-16,2010-09-21,34.85,NA,NA,NA,NA,NA,NA,NA
DG461793,Southampton,F,1961-07-11,2010-09-30,49.22,NA,NA,NA,NA,NA,NA,NA
DG462462,Southampton,F,1959-04-20,2010-04-22,51.01,NA,NA,NA,NA,NA,NA,NA
DG462468,Glasgow,M,1978-06-26,2010-05-21,31.9,NA,NA,NA,NA,NA,NA,NA
DG462801,Glasgow,F,1950-04-18,2010-08-12,60.32,2012-08-02,23.69,9,-1,7,2,3
DG463123,Birmingham,F,1976-08-28,2012-03-09,35.53,2015-05-25,38.51,6,10,-1,-1,2
DG463373,Birmingham,F,1969-12-29,2011-01-01,41.01,2015-02-11,49.35,7,10,6,5,0
DG463494,Liverpool,M,1979-09-15,2014-06-09,34.73,NA,NA,NA,NA,NA,NA,NA
DG463601,Newcastle upon Tyne,F,1989-06-22,2011-12-12,22.47,NA,NA,NA,NA,NA,NA,NA
DG463730,Manchester,M,1980-11-19,2011-02-07,30.22,NA,NA,NA,NA,NA,NA,NA
DG463742,Leeds,M,1973-09-24,2011-09-20,37.99,2014-06-09,32.62,8,-1,5,7,1
DG464121,Southampton,F,1968-03-08,2010-04-27,42.14,2011-09-29,17.08,NA,NA,NA,NA,NA
DG464253,Manchester,M,1955-05-21,2013-04-03,57.87,2015-05-07,25.1,6,10,6,4,0
DG464325,London,F,1976-01-28,2012-02-21,36.07,NA,NA,NA,NA,NA,NA,NA
DG464607,London,M,1980-09-06,2011-10-18,31.11,NA,NA,NA,NA,NA,NA,NA
DG464866,London,M,1969-07-17,2010-10-07,41.22,NA,NA,NA,NA,NA,NA,NA
DG465018,Leeds,M,1991-02-28,2012-04-13,21.12,NA,NA,NA,NA,NA,NA,NA
DG465094,Sheffield,F,1962-02-11,2010-05-08,48.24,NA,NA,NA,NA,NA,NA,NA
DG465242,Leeds,M,1987-08-16,2010-05-07,22.72,NA,NA,NA,NA,NA,NA,NA
DG465434,Sheffield,F,1963-05-16,2011-10-04,48.39,NA,NA,NA,NA,NA,NA,NA
DG465635,Sheffield,M,1948-11-08,2011-11-27,63.05,NA,NA,NA,NA,NA,NA,NA
DG465689,Newcastle upon Tyne,F,1977-11-18,2013-04-13,35.4,2013-10-16,6.11,NA,NA,NA,NA,NA
DG465737,London,M,1984-11-08,2011-08-20,26.78,NA,NA,NA,NA,NA,NA,NA
DG465859,London,M,1978-03-02,2010-09-06,32.51,2012-09-04,23.95,7,9,6,-1,0
DG466483,Manchester,F,1965-02-20,2011-08-24,46.51,NA,NA,NA,NA,NA,NA,NA
DG466693,Sheffield,M,1976-02-09,2011-07-14,35.43,2014-12-10,40.9,NA,NA,NA,NA,NA
DG467384,London,M,1982-08-24,2013-03-13,30.55,NA,NA,NA,NA,NA,NA,NA
DG467734,Liverpool,F,1979-01-16,2010-05-09,31.31,2015-06-02,60.78,8,7,3,-1,-1
DG467745,London,F,1976-03-29,2013-02-12,36.88,NA,NA,NA,NA,NA,NA,NA
DG467891,London,F,1965-04-20,2010-09-10,45.39,NA,NA,NA,NA,NA,NA,NA
DG467903,Glasgow,F,1975-01-04,2010-12-04,35.92,NA,NA,NA,NA,NA,NA,NA
DG467990,London,F,1969-05-11,2011-11-13,42.51,NA,NA,NA,NA,NA,NA,NA
DG468084,Sheffield,F,1964-07-21,2011-03-10,46.63,2013-12-10,33.05,4,6,6,3,-1
DG468101,Birmingham,M,1979-04-25,2012-06-23,33.16,2014-07-06,24.41,NA,NA,NA,NA,NA
DG468323,Sheffield,F,1944-10-08,2010-02-23,65.38,NA,NA,NA,NA,NA,NA,NA
DG468826,Sheffield,M,1983-06-21,2010-05-22,26.92,NA,NA,NA,NA,NA,NA,NA
DG468897,London,M,1992-03-25,2013-04-06,21.03,2014-10-03,17.91,5,8,4,10,1
DG469385,Leeds,F,1974-12-25,2012-01-22,37.08,NA,NA,NA,NA,NA,NA,NA
DG469824,Manchester,M,1960-11-09,2011-12-07,51.07,2013-05-21,17.45,5,6,5,-1,2
DG469919,London,F,1979-07-11,2011-11-30,32.39,2014-10-01,34.04,8,9,8,10,1
DG470408,London,F,1982-01-11,2012-11-10,30.83,NA,NA,NA,NA,NA,NA,NA
DG470561,Sheffield,M,1975-09-07,2013-01-12,37.35,2015-01-02,23.66,6,-1,-1,3,1
DG470586,Manchester,F,1976-11-17,2010-02-25,33.27,2012-04-22,25.86,3,6,3,5,2
DG470642,London,M,1983-02-04,2013-03-25,30.14,2015-01-24,22.01,5,8,4,10,0
DG470999,Glasgow,F,1968-03-10,2011-08-26,43.46,2011-12-19,3.78,8,-1,7,0,2
DG471224,Liverpool,F,1986-09-29,2012-06-10,25.7,2013-01-23,7.46,NA,NA,NA,NA,NA
DG471683,London,M,1971-11-27,2010-07-13,38.63,2011-08-27,13.47,-1,8,8,-1,0
DG471822,Manchester,M,1990-02-27,2013-03-24,23.07,NA,NA,NA,NA,NA,NA,NA
DG472034,Birmingham,F,1983-07-24,2010-01-14,26.48,NA,NA,NA,NA,NA,NA,NA
DG472051,Manchester,F,1979-08-15,2011-04-06,31.64,2011-12-29,8.77,-1,8,6,9,4
DG472398,Sheffield,M,1979-12-28,2011-01-04,31.02,NA,NA,NA,NA,NA,NA,NA
DG472511,Sheffield,M,1968-05-22,2012-01-13,43.64,NA,NA,NA,NA,NA,NA,NA
DG472664,Sheffield,F,1986-11-16,2010-05-05,23.47,2013-09-16,40.41,-1,10,9,1,2
DG472724,London,M,1982-11-24,2010-04-07,27.37,NA,NA,NA,NA,NA,NA,NA
DG472993,Manchester,M,1980-02-20,2012-07-13,32.39,2015-05-13,33.97,NA,NA,NA,NA,NA
DG473174,Southampton,M,1980-10-09,2012-02-08,31.33,NA,NA,NA,NA,NA,NA,NA
DG473241,Glasgow,F,1964-06-27,2011-05-31,46.92,2014-12-21,42.71,6,5,5,-1,1
DG473267,Manchester,F,1979-02-21,2010-02-06,30.96,NA,NA,NA,NA,NA,NA,NA
DG473414,London,M,1982-08-04,2011-05-05,28.75,2014-10-09,41.17,9,9,-1,10,0
DG473661,Liverpool,F,1982-07-30,2013-05-17,30.8,NA,NA,NA,NA,NA,NA,NA
DG473831,London,F,1977-04-26,2011-07-17,34.22,NA,NA,NA,NA,NA,NA,NA
DG473877,Birmingham,F,1976-07-19,2012-01-08,35.47,2015-04-03,38.8,5,10,2,0,1
DG474054,London,F,1966-03-21,2011-02-23,44.93,2012-05-04,14.32,8,7,6,10,-1
DG474199,Glasgow,F,1978-10-31,2012-05-31,33.58,NA,NA,NA,NA,NA,NA,NA
DG474262,London,F,1982-12-28,2011-05-26,28.41,2013-08-06,26.38,6,8,5,10,1
DG474373,Birmingham,F,1979-03-28,2012-12-19,33.73,2014-08-27,20.24,6,-1,3,-1,1
DG474439,Manchester,M,1991-09-22,2011-07-12,19.8,NA,NA,NA,NA,NA,NA,NA
DG475005,London,M,1974-03-01,2011-11-17,37.71,NA,NA,NA,NA,NA,NA,NA
DG475211,Nottingham,F,1981-04-03,2011-09-05,30.42,NA,NA,NA,NA,NA,NA,NA
DG475817,London,M,1978-10-21,2011-12-31,33.19,NA,NA,NA,NA,NA,NA,NA
DG476298,Manchester,F,1977-04-18,2011-07-26,34.27,2013-05-10,21.49,-1,10,5,7,3
DG476421,Manchester,M,1979-03-03,2010-04-08,31.1,NA,NA,NA,NA,NA,NA,NA
DG476572,Leeds,F,1983-05-08,2012-09-16,29.36,NA,NA,NA,NA,NA,NA,NA
DG476582,Liverpool,F,1986-01-17,2013-06-08,27.39,NA,NA,NA,NA,NA,NA,NA
DG476837,Glasgow,M,1983-04-25,2011-11-27,28.59,2012-12-21,12.81,-1,7,7,0,1
DG476936,Glasgow,M,1967-10-21,2012-06-09,44.64,2014-01-29,19.68,NA,NA,NA,NA,NA
DG477022,Leeds,F,1988-02-27,2010-11-27,22.75,NA,NA,NA,NA,NA,NA,NA
DG477023,Birmingham,F,1973-12-05,2011-01-25,37.14,2013-12-19,34.79,7,9,5,0,1
DG477266,Nottingham,F,1980-10-03,2010-05-03,29.58,NA,NA,NA,NA,NA,NA,NA
DG477344,Liverpool,F,1979-06-07,2012-02-28,32.73,2015-06-14,39.49,-1,-1,2,6,-1
DG477372,Liverpool,M,1987-02-12,2010-10-08,23.65,2011-02-18,4.37,NA,NA,NA,NA,NA
DG477769,London,F,1988-10-18,2012-06-22,23.68,NA,NA,NA,NA,NA,NA,NA
DG477880,Manchester,M,1982-03-29,2012-09-24,30.49,NA,NA,NA,NA,NA,NA,NA
DG477899,Liverpool,F,1956-03-31,2011-02-10,54.86,2012-03-25,13.44,7,6,1,7,2
DG478068,Leeds,F,1975-11-01,2010-09-27,34.9,NA,NA,NA,NA,NA,NA,NA
DG478129,Southampton,M,1978-06-02,2012-09-26,34.32,NA,NA,NA,NA,NA,NA,NA
DG478163,Leeds,M,1983-08-08,2013-04-09,29.67,2014-04-22,12.42,9,7,-1,7,0
DG478217,London,M,1980-10-27,2012-01-06,31.19,2015-02-07,37.06,9,10,7,10,1
DG478318,London,F,1958-10-30,2010-01-23,51.23,NA,NA,NA,NA,NA,NA,NA
DG478341,London,M,1980-07-12,2012-01-27,31.54,NA,NA,NA,NA,NA,NA,NA
DG478365,Leeds,M,1987-09-12,2011-05-06,23.65,NA,NA,NA,NA,NA,NA,NA
DG478403,Leeds,F,1957-12-05,2011-07-14,53.6,2014-08-20,37.22,8,6,-1,8,0
DG478415,Glasgow,M,1974-08-23,2012-12-16,38.32,NA,NA,NA,NA,NA,NA,NA
DG478538,London,M,1991-04-26,2013-05-02,22.02,NA,NA,NA,NA,NA,NA,NA
DG478863,Liverpool,F,1968-01-28,2012-05-01,44.26,NA,NA,NA,NA,NA,NA,NA
DG479440,London,M,1979-02-15,2010-12-27,31.86,2012-01-01,12.16,-1,6,6,-1,1
DG479951,London,M,1983-06-08,2010-03-23,26.79,NA,NA,NA,NA,NA,NA,NA
DG480150,London,F,1940-07-13,2012-01-25,71.53,NA,NA,NA,NA,NA,NA,NA
DG480227,Glasgow,F,1982-09-27,2012-05-24,29.66,2014-10-13,28.65,9,7,-1,1,3
DG480369,London,F,1975-06-10,2012-11-20,37.45,NA,NA,NA,NA,NA,NA,NA
DG480532,Manchester,F,1979-02-07,2010-08-20,31.53,NA,NA,NA,NA,NA,NA,NA
DG480686,Leeds,F,1982-07-12,2012-11-04,30.32,NA,NA,NA,NA,NA,NA,NA
DG480781,Liverpool,F,1962-10-03,2012-01-15,49.28,NA,NA,NA,NA,NA,NA,NA
DG481073,Glasgow,F,1985-03-17,2013-11-23,28.69,2013-12-08,0.49,8,6,6,-1,1
DG481172,London,M,1975-01-22,2013-07-23,38.5,NA,NA,NA,NA,NA,NA,NA
DG481549,Liverpool,F,1991-07-10,2012-09-14,21.18,2012-11-01,1.58,5,-1,1,7,3
DG481662,Southampton,F,1975-12-22,2013-02-13,37.15,2015-06-02,27.56,NA,NA,NA,NA,NA
DG481717,Liverpool,F,1987-10-10,2011-06-02,23.64,2013-12-01,30,5,6,2,6,2
DG481721,Birmingham,F,1980-08-23,2010-01-12,29.39,2014-03-26,50.4,7,9,3,0,2
DG481896,Birmingham,F,1973-01-28,2010-03-01,37.09,NA,NA,NA,NA,NA,NA,NA
DG482067,Sheffield,F,1986-08-27,2011-12-05,25.27,NA,NA,NA,NA,NA,NA,NA
DG482123,London,M,1965-11-08,2010-12-03,45.07,2014-05-11,41.23,9,9,8,10,0
DG482463,London,F,1977-07-28,2011-08-20,34.06,NA,NA,NA,NA,NA,NA,NA
DG482557,Liverpool,M,1979-11-18,2012-12-06,33.05,NA,NA,NA,NA,NA,NA,NA
DG482604,Birmingham,F,1972-07-21,2010-12-20,38.41,NA,NA,NA,NA,NA,NA,NA
DG483189,Newcastle upon Tyne,M,1973-09-06,2011-05-27,37.72,NA,NA,NA,NA,NA,NA,NA
DG483210,London,M,1963-11-02,2010-08-18,46.79,2014-10-14,49.87,NA,NA,NA,NA,NA
DG483236,Birmingham,F,1968-03-23,2014-06-30,46.27,NA,NA,NA,NA,NA,NA,NA
DG483444,Leeds,M,1967-01-11,2010-12-30,43.97,NA,NA,NA,NA,NA,NA,NA
DG483456,Manchester,M,1982-08-29,2010-08-29,28,2011-12-06,15.24,-1,8,6,6,4
DG483882,Manchester,F,1963-07-25,2011-12-10,48.38,2015-02-15,38.21,7,10,6,-1,-1
DG483906,Southampton,M,1989-01-06,2010-04-18,21.28,2012-04-12,23.82,3,-1,-1,10,0
DG484000,London,M,1980-03-13,2011-05-17,31.18,NA,NA,NA,NA,NA,NA,NA
DG484001,Birmingham,M,1980-08-14,2013-06-03,32.8,NA,NA,NA,NA,NA,NA,NA
DG484113,Glasgow,M,1978-06-26,2012-09-05,34.2,NA,NA,NA,NA,NA,NA,NA
DG484135,Birmingham,F,1955-01-02,2010-11-10,55.85,NA,NA,NA,NA,NA,NA,NA
DG484195,Manchester,F,1982-06-30,2012-08-25,30.15,NA,NA,NA,NA,NA,NA,NA
DG484308,Leeds,M,1987-02-25,2011-11-21,24.74,NA,NA,NA,NA,NA,NA,NA
DG484482,Manchester,M,1990-03-26,2011-12-01,21.68,NA,NA,NA,NA,NA,NA,NA
DG484493,Glasgow,F,1970-11-29,2010-11-11,39.95,NA,NA,NA,NA,NA,NA,NA
DG484664,London,M,1986-05-30,2011-04-03,24.84,NA,NA,NA,NA,NA,NA,NA
DG484933,London,M,1961-02-01,2010-05-29,49.32,2012-05-11,23.43,7,-1,6,10,0
DG485150,Manchester,M,1969-07-15,2011-08-27,42.12,NA,NA,NA,NA,NA,NA,NA
DG485178,London,F,1980-05-31,2011-01-28,30.66,NA,NA,NA,NA,NA,NA,NA
DG485195,London,F,1976-12-16,2010-02-01,33.13,NA,NA,NA,NA,NA,NA,NA
DG485359,Manchester,M,1979-03-16,2011-07-15,32.33,NA,NA,NA,NA,NA,NA,NA
DG485369,Leeds,F,1979-03-06,2011-07-18,32.37,NA,NA,NA,NA,NA,NA,NA
DG486263,Glasgow,M,1976-05-22,2010-08-15,34.23,NA,NA,NA,NA,NA,NA,NA
DG486301,Manchester,F,1963-10-10,2011-05-11,47.58,2014-11-27,42.58,5,-1,3,6,-1
DG486538,London,M,1972-02-16,2011-05-30,39.28,2012-11-04,17.22,6,7,-1,10,0
DG486796,Glasgow,F,1973-01-14,2010-08-24,37.61,NA,NA,NA,NA,NA,NA,NA
DG486879,Newcastle upon Tyne,M,1968-07-11,2011-09-11,43.17,NA,NA,NA,NA,NA,NA,NA
DG486948,Leeds,F,1983-09-22,2011-07-29,27.85,NA,NA,NA,NA,NA,NA,NA
DG487336,Glasgow,F,1968-12-02,2011-01-29,42.16,2011-03-15,1.48,9,6,6,0,3
DG487367,London,F,1979-03-06,2011-02-12,31.94,NA,NA,NA,NA,NA,NA,NA
DG487675,London,M,1954-03-31,2010-07-30,56.33,NA,NA,NA,NA,NA,NA,NA
DG487920,Glasgow,M,1978-05-13,2012-06-04,34.06,NA,NA,NA,NA,NA,NA,NA
DG487923,London,F,1965-07-08,2012-02-09,46.59,2015-03-10,36.96,7,8,8,10,1
DG488282,Nottingham,F,1983-08-12,2011-08-02,27.97,NA,NA,NA,NA,NA,NA,NA
DG488313,Birmingham,F,1983-05-25,2012-01-19,28.65,NA,NA,NA,NA,NA,NA,NA
DG488400,London,M,1980-08-25,2010-12-12,30.3,2015-06-28,54.51,NA,NA,NA,NA,NA
DG488513,Glasgow,F,1967-05-06,2010-02-26,42.81,NA,NA,NA,NA,NA,NA,NA
DG488609,Manchester,F,1979-08-31,2010-07-31,30.92,2013-06-10,34.33,7,10,5,6,-1
DG488663,Liverpool,M,1982-04-17,2010-06-13,28.16,NA,NA,NA,NA,NA,NA,NA
DG488800,Newcastle upon Tyne,M,1978-06-19,2013-06-30,35.03,2015-02-11,19.42,NA,NA,NA,NA,NA
DG489078,Leeds,F,1967-04-24,2012-05-17,45.07,NA,NA,NA,NA,NA,NA,NA
DG489119,Leeds,M,1980-10-16,2010-12-16,30.17,NA,NA,NA,NA,NA,NA,NA
DG489491,London,F,1974-04-11,2012-03-12,37.92,NA,NA,NA,NA,NA,NA,NA
DG489595,Sheffield,M,1979-12-05,2010-04-26,30.39,2010-06-28,2.07,5,8,7,1,2
DG489606,Liverpool,M,1980-11-22,2011-08-20,30.74,NA,NA,NA,NA,NA,NA,NA
DG489980,London,M,1978-05-02,2012-05-06,34.01,NA,NA,NA,NA,NA,NA,NA
DG489991,London,F,1964-07-18,2013-02-10,48.57,2014-07-29,17.54,8,9,6,10,-1
DG490026,Newcastle upon Tyne,M,1972-07-12,2010-08-06,38.07,NA,NA,NA,NA,NA,NA,NA
